resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Win or Lost
1,18,1,1,22,1,1,1,1,10.0,58,1:34:50.616,5690.616,39,2,87.452,218.3,1,win
2,18,2,2,3,5,2,2,2,8.0,58,5.478,5696.094,41,3,87.739,217.58599999999998,1,lost
3,18,3,3,7,7,3,3,3,6.0,58,8.163,5698.779,41,5,88.09,216.71900000000002,1,lost
4,18,4,4,5,11,4,4,4,5.0,58,17.181,5707.797,58,7,88.60300000000001,215.46400000000003,1,lost
5,18,5,1,23,3,5,5,5,4.0,58,18.014,5708.63,43,1,87.418,218.385,1,lost
6,18,6,3,8,13,6,6,6,3.0,57,0,0.0,50,14,89.639,212.97400000000002,11,lost
7,18,7,5,14,17,7,7,7,2.0,55,0,0.0,22,12,89.53399999999999,213.22400000000002,5,lost
8,18,8,6,1,15,8,8,8,1.0,53,0,0.0,20,4,87.90299999999999,217.18,5,lost
9,18,9,2,4,2,\N,R,9,0.0,47,0,0.0,15,9,88.753,215.1,4,lost
10,18,10,7,12,18,\N,R,10,0.0,43,0,0.0,23,13,89.55799999999999,213.166,3,lost
11,18,11,8,18,19,\N,R,11,0.0,32,0,0.0,24,15,90.892,210.03799999999998,7,lost
12,18,12,4,6,20,\N,R,12,0.0,30,0,0.0,20,16,91.384,208.907,8,lost
13,18,13,6,2,4,\N,R,13,0.0,29,0,0.0,23,6,88.175,216.51,5,lost
14,18,14,9,9,8,\N,R,14,0.0,25,0,0.0,21,11,89.502,213.3,4,lost
15,18,15,7,11,6,\N,R,15,0.0,19,0,0.0,18,10,89.31,213.75799999999998,10,lost
16,18,16,10,20,22,\N,R,16,0.0,8,0,0.0,8,17,92.021,207.46099999999998,9,lost
17,18,17,9,10,14,\N,R,17,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
18,18,18,11,16,12,\N,R,18,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
19,18,19,8,19,21,\N,R,19,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
20,18,20,5,15,9,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
21,18,21,10,21,16,\N,R,21,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
22,18,22,11,17,10,\N,D,22,0.0,58,0,0.0,44,8,88.736,215.141,2,lost
23,19,8,6,1,2,1,1,1,10.0,56,1:31:18.555,5478.555,37,2,95.405,209.158,1,win
24,19,9,2,4,4,2,2,2,8.0,56,19.570,5498.125,39,6,95.92099999999999,208.033,1,lost
25,19,5,1,23,8,3,3,3,6.0,56,38.450,5517.005,19,7,95.922,208.03099999999998,1,lost
26,19,15,7,11,3,4,4,4,5.0,56,45.832,5524.387,53,8,96.068,207.715,1,lost
27,19,1,1,22,9,5,5,5,4.0,56,46.548,5525.103,53,3,95.462,209.033,1,lost
28,19,2,2,3,5,6,6,6,3.0,56,49.833,5528.388000000001,55,1,95.366,209.24400000000003,1,lost
29,19,17,9,10,6,7,7,7,2.0,56,1:08.130,5546.685,53,12,96.696,206.36599999999999,1,lost
30,19,4,4,5,7,8,8,8,1.0,56,1:10.041,5548.596,40,10,96.288,207.24,1,lost
31,19,14,9,9,12,9,9,9,0.0,56,1:16.220,5554.775,55,9,96.206,207.417,1,lost
32,19,18,11,16,11,10,10,10,0.0,56,1:26.214,5564.769,56,4,95.715,208.481,1,lost
33,19,12,4,6,13,11,11,11,0.0,56,1:32.202,5570.757,52,15,96.956,205.812,1,lost
34,19,21,10,21,17,12,12,12,0.0,55,0,0.0,52,16,96.962,205.8,11,lost
35,19,22,11,17,14,13,13,13,0.0,55,0,0.0,55,11,96.693,206.372,11,lost
36,19,3,3,7,16,14,14,14,0.0,55,0,0.0,55,13,96.782,206.18200000000002,11,lost
37,19,19,8,19,21,15,15,15,0.0,55,0,0.0,55,18,98.17099999999999,203.265,11,lost
38,19,11,8,18,19,16,16,16,0.0,54,0,0.0,53,19,98.50399999999999,202.578,12,lost
39,19,6,3,8,22,17,17,17,0.0,54,0,0.0,19,17,97.711,204.222,12,lost
40,19,20,5,15,15,\N,R,18,0.0,39,0,0.0,37,14,96.87,205.995,5,lost
41,19,13,6,2,1,\N,R,19,0.0,30,0,0.0,15,5,95.914,208.048,20,lost
42,19,16,10,20,20,\N,R,20,0.0,5,0,0.0,3,20,100.33,198.891,9,lost
43,19,10,7,12,10,\N,R,21,0.0,1,0,0.0,0,\N,0.0,0.0,4,lost
44,19,7,5,14,18,\N,R,22,0.0,0,0,0.0,0,\N,0.0,0.0,20,lost
45,20,13,6,2,2,1,1,1,10.0,57,1:31:06.970,5466.97,38,3,93.6,208.153,1,win
46,20,8,6,1,4,2,2,2,8.0,57,3.339,5470.309,35,4,93.709,207.91099999999997,1,lost
47,20,9,2,4,1,3,3,3,6.0,57,4.998,5471.968000000001,55,5,93.775,207.765,1,lost
48,20,2,2,3,6,4,4,4,5.0,57,8.409,5475.379,48,2,93.565,208.231,1,lost
49,20,5,1,23,5,5,5,5,4.0,57,26.789,5493.759,49,1,93.193,209.062,1,lost
50,20,15,7,11,7,6,6,6,3.0,57,41.314,5508.284000000001,45,7,94.20400000000001,206.81900000000002,1,lost
51,20,17,9,10,11,7,7,7,2.0,57,45.473,5512.443,51,8,94.305,206.597,1,lost
52,20,3,3,7,8,8,8,8,1.0,57,55.889,5522.859,57,6,94.072,207.109,1,lost
53,20,10,7,12,13,9,9,9,0.0,57,1:09.500,5536.47,56,9,94.807,205.503,1,lost
54,20,4,4,5,10,10,10,10,0.0,57,1:17.181,5544.151,35,13,95.194,204.668,1,lost
55,20,22,11,17,12,11,11,11,0.0,57,1:17.862,5544.831999999999,40,10,94.85499999999999,205.399,1,lost
56,20,21,10,21,18,12,12,12,0.0,56,0,0.0,56,11,95.057,204.963,11,lost
57,20,1,1,22,3,13,13,13,0.0,56,0,0.0,25,19,95.52000000000001,203.96900000000002,11,lost
58,20,6,3,8,16,14,14,14,0.0,56,0,0.0,30,17,95.43299999999999,204.155,11,lost
59,20,7,5,14,15,15,15,15,0.0,56,0,0.0,33,15,95.333,204.36900000000003,11,lost
60,20,19,8,19,21,16,16,16,0.0,56,0,0.0,45,14,95.324,204.389,11,lost
61,20,11,8,18,22,17,17,17,0.0,56,0,0.0,56,20,95.89099999999999,203.18,11,lost
62,20,14,9,9,17,18,18,18,0.0,56,0,0.0,43,16,95.351,204.331,11,lost
63,20,16,10,20,20,19,19,19,0.0,56,0,0.0,55,18,95.44200000000001,204.136,12,lost
64,20,12,4,6,14,\N,R,20,0.0,40,0,0.0,31,12,95.12899999999999,204.808,6,lost
65,20,18,11,16,9,\N,R,21,0.0,19,0,0.0,11,21,96.125,202.68599999999998,4,lost
66,20,20,5,15,19,\N,R,22,0.0,0,0,0.0,0,\N,0.0,0.0,5,lost
67,21,8,6,1,1,1,1,1,10.0,66,1:38:19.051,5899.0509999999995,46,1,81.67,205.19099999999997,1,win
68,21,13,6,2,3,2,2,2,8.0,66,3.228,5902.279,45,2,81.801,204.863,1,lost
69,21,1,1,22,5,3,3,3,6.0,66,4.187,5903.238,20,3,82.017,204.32299999999998,1,lost
70,21,9,2,4,4,4,4,4,5.0,66,5.694,5904.745,20,4,82.106,204.102,1,lost
71,21,17,9,10,7,5,5,5,4.0,66,35.938,5934.9890000000005,19,8,82.564,202.96900000000002,1,lost
72,21,18,11,16,13,6,6,6,3.0,66,53.010,5952.061,66,5,82.35300000000001,203.489,1,lost
73,21,6,3,8,12,7,7,7,2.0,66,58.244,5957.295,48,15,83.549,200.576,1,lost
74,21,15,7,11,8,8,8,8,1.0,66,59.435,5958.486,45,10,82.758,202.49400000000003,1,lost
75,21,2,2,3,9,9,9,9,0.0,66,1:03.073,5962.124,21,7,82.519,203.08,1,lost
76,21,21,10,21,19,10,10,10,0.0,65,0,0.0,40,14,83.439,200.84099999999998,11,lost
77,21,10,7,12,14,11,11,11,0.0,65,0,0.0,57,12,83.007,201.886,11,lost
78,21,14,9,9,17,12,12,12,0.0,65,0,0.0,57,11,82.842,202.28799999999998,11,lost
79,21,11,8,18,22,13,13,13,0.0,65,0,0.0,34,17,84.617,198.045,11,lost
80,21,3,3,7,15,\N,R,14,0.0,41,0,0.0,20,13,83.319,201.13,5,lost
81,21,4,4,5,2,\N,R,15,0.0,34,0,0.0,15,9,82.68299999999999,202.67700000000002,5,lost
82,21,22,11,17,11,\N,R,16,0.0,34,0,0.0,21,16,83.858,199.83700000000002,4,lost
83,21,5,1,23,6,\N,R,17,0.0,21,0,0.0,19,6,82.453,203.243,3,lost
84,21,19,8,19,21,\N,R,18,0.0,8,0,0.0,6,20,86.864,192.922,21,lost
85,21,7,5,14,16,\N,R,19,0.0,7,0,0.0,6,19,85.999,194.862,4,lost
86,21,12,4,6,10,\N,R,20,0.0,6,0,0.0,6,18,85.444,196.128,4,lost
87,21,16,10,20,20,\N,R,21,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
88,21,20,5,15,18,\N,R,22,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
89,22,13,6,2,1,1,1,1,10.0,58,1:26:49.451,5209.451,16,3,86.666,221.734,1,win
90,22,1,1,22,3,2,2,2,8.0,58,3.779,5213.23,31,2,86.529,222.085,1,lost
91,22,8,6,1,4,3,3,3,6.0,58,4.271,5213.722,20,1,86.506,222.144,1,lost
92,22,9,2,4,5,4,4,4,5.0,58,21.945,5231.396,17,4,86.78,221.442,1,lost
93,22,2,2,3,9,5,5,5,4.0,58,38.741,5248.191999999999,20,5,87.219,220.328,1,lost
94,22,4,4,5,7,6,6,6,3.0,58,53.724,5263.175,57,6,87.28,220.174,1,lost
95,22,17,9,10,6,7,7,7,2.0,58,1:04.229,5273.68,14,7,87.63,219.294,1,lost
96,22,3,3,7,11,8,8,8,1.0,58,1:11.406,5280.857,55,9,87.795,218.882,1,lost
97,22,14,9,9,10,9,9,9,0.0,58,1:15.270,5284.721,41,12,87.96600000000001,218.457,1,lost
98,22,15,7,11,8,10,10,10,0.0,58,1:16.344,5285.795,52,11,87.926,218.55599999999998,1,lost
99,22,18,11,16,13,11,11,11,0.0,57,0,0.0,57,13,87.998,218.377,11,lost
100,22,5,1,23,2,12,12,12,0.0,57,0,0.0,55,8,87.64,219.269,11,lost
101,22,10,7,12,15,13,13,13,0.0,57,0,0.0,28,16,88.303,217.623,11,lost
102,22,22,11,17,12,14,14,14,0.0,57,0,0.0,56,14,88.017,218.33,11,lost
103,22,12,4,6,17,15,15,15,0.0,57,0,0.0,40,10,87.867,218.703,11,lost
104,22,16,10,20,19,16,16,16,0.0,57,0,0.0,35,18,88.78,216.454,11,lost
105,22,20,5,15,14,17,17,17,0.0,57,0,0.0,38,15,88.18,217.926,11,lost
106,22,7,5,14,18,\N,R,18,0.0,24,0,0.0,19,17,88.745,216.53900000000002,22,lost
107,22,6,3,8,16,\N,R,19,0.0,1,0,0.0,0,\N,0.0,0.0,4,lost
108,22,21,10,21,20,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
109,23,1,1,22,3,1,1,1,10.0,76,2:00:42.742,7242.741999999999,71,6,78.51,153.15200000000002,1,win
110,23,9,2,4,5,2,2,2,8.0,76,3.064,7245.806,75,5,77.93299999999999,154.286,1,lost
111,23,13,6,2,1,3,3,3,6.0,76,4.811,7247.553000000001,76,4,77.886,154.379,1,lost
112,23,17,9,10,9,4,4,4,5.0,76,19.295,7262.036999999999,74,8,79.036,152.13299999999998,1,lost
113,23,20,5,15,19,5,5,5,4.0,76,24.657,7267.399,74,7,78.787,152.614,1,lost
114,23,22,11,17,14,6,6,6,3.0,76,28.408,7271.15,75,9,79.574,151.10399999999998,1,lost
115,23,6,3,8,13,7,7,7,2.0,76,30.180,7272.922,75,13,79.91,150.469,1,lost
116,23,5,1,23,4,8,8,8,1.0,76,33.191,7275.933000000001,74,2,77.282,155.586,1,lost
117,23,8,6,1,2,9,9,9,0.0,76,33.792,7276.534000000001,74,1,76.689,156.789,1,lost
118,23,4,4,5,7,10,10,10,0.0,75,0,0.0,73,3,77.869,154.41299999999998,11,lost
119,23,18,11,16,11,11,11,11,0.0,75,0,0.0,74,10,79.582,151.089,11,lost
120,23,10,7,12,10,12,12,12,0.0,75,0,0.0,75,11,79.618,151.02100000000002,11,lost
121,23,15,7,11,8,13,13,13,0.0,75,0,0.0,75,12,79.83,150.62,11,lost
122,23,2,2,3,12,14,14,14,0.0,72,0,0.0,72,14,80.251,149.829,14,lost
123,23,16,10,20,18,\N,R,15,0.0,67,0,0.0,60,16,82.039,146.564,4,lost
124,23,3,3,7,6,\N,R,16,0.0,59,0,0.0,58,15,81.27,147.951,3,lost
125,23,12,4,6,17,\N,R,17,0.0,47,0,0.0,40,17,91.187,131.86,3,lost
126,23,21,10,21,20,\N,R,18,0.0,36,0,0.0,33,18,92.84899999999999,129.5,6,lost
127,23,14,9,9,15,\N,R,19,0.0,7,0,0.0,7,20,102.112,117.75299999999999,3,lost
128,23,7,5,14,16,\N,R,20,0.0,7,0,0.0,7,19,101.15,118.87200000000001,4,lost
129,24,9,2,4,2,1,1,1,10.0,70,1:36:24.227,5784.227,47,4,77.539,202.47299999999998,1,win
130,24,2,2,3,8,2,2,2,8.0,70,16.495,5800.722,25,2,77.43,202.75799999999998,1,lost
131,24,14,9,9,13,3,3,3,6.0,70,23.352,5807.579000000001,36,7,78.08500000000001,201.05700000000002,1,lost
132,24,10,7,12,11,4,4,4,5.0,70,42.627,5826.854,31,17,79.087,198.51,1,lost
133,24,13,6,2,6,5,5,5,4.0,70,43.934,5828.161,11,6,78.006,201.261,1,lost
134,24,15,7,11,14,6,6,6,3.0,70,47.775,5832.0019999999995,38,15,78.87,199.05599999999998,1,lost
135,24,22,11,17,9,7,7,7,2.0,70,53.597,5837.8240000000005,35,10,78.301,200.503,1,lost
136,24,20,5,15,19,8,8,8,1.0,70,54.120,5838.347,33,12,78.532,199.91299999999998,1,lost
137,24,5,1,23,7,9,9,9,0.0,70,54.433,5838.66,62,11,78.462,200.09099999999998,1,lost
138,24,3,3,7,5,10,10,10,0.0,70,54.749,5838.976,14,5,77.977,201.33599999999998,1,lost
139,24,18,11,16,20,11,11,11,0.0,70,1:07.540,5851.767,58,19,79.352,197.847,1,lost
140,24,17,9,10,10,12,12,12,0.0,70,1:11.299,5855.526,51,8,78.201,200.75900000000001,1,lost
141,24,7,5,14,18,13,13,13,0.0,69,0,0.0,34,13,78.62,199.68900000000002,11,lost
142,24,21,10,21,17,\N,R,14,0.0,51,0,0.0,41,16,79.066,198.563,20,lost
143,24,6,3,8,12,\N,R,15,0.0,46,0,0.0,30,14,78.78399999999999,199.273,3,lost
144,24,4,4,5,4,\N,R,16,0.0,44,0,0.0,16,9,78.225,200.697,20,lost
145,24,12,4,6,15,\N,R,17,0.0,43,0,0.0,16,18,79.239,198.12900000000002,23,lost
146,24,8,6,1,3,\N,R,18,0.0,19,0,0.0,14,1,77.387,202.87099999999998,4,lost
147,24,1,1,22,1,\N,R,19,0.0,19,0,0.0,4,3,77.506,202.55900000000003,4,lost
148,24,16,10,20,16,\N,R,20,0.0,13,0,0.0,7,20,80.666,194.62400000000002,6,lost
149,25,13,6,2,2,1,1,1,10.0,70,1:31:50.245,5510.245,20,2,76.729,206.956,1,win
150,25,8,6,1,1,2,2,2,8.0,70,17.984,5528.229,16,1,76.63,207.22400000000002,1,lost
151,25,15,7,11,4,3,3,3,6.0,70,28.250,5538.495,12,7,77.56700000000001,204.72099999999998,1,lost
152,25,5,1,23,10,4,4,4,5.0,70,28.929,5539.174,46,3,77.134,205.87,1,lost
153,25,9,2,4,5,5,5,5,4.0,70,30.512,5540.757,16,4,77.172,205.768,1,lost
154,25,17,9,10,6,6,6,6,3.0,70,40.304,5550.549,22,6,77.507,204.87900000000002,1,lost
155,25,12,4,6,9,7,7,7,2.0,70,41.033,5551.278,24,10,77.758,204.218,1,lost
156,25,4,4,5,3,8,8,8,1.0,70,43.372,5553.616999999999,39,8,77.64099999999999,204.525,1,lost
157,25,14,9,9,7,9,9,9,0.0,70,51.021,5561.266,23,12,77.818,204.06,1,lost
158,25,1,1,22,13,10,10,10,0.0,70,54.538,5564.783,40,5,77.453,205.02200000000002,1,lost
159,25,10,7,12,8,11,11,11,0.0,70,57.700,5567.945,45,13,77.836,204.013,1,lost
160,25,20,5,15,12,12,12,12,0.0,70,58.065,5568.31,36,11,77.76,204.21200000000002,1,lost
161,25,2,2,3,11,13,13,13,0.0,70,1:02.079,5572.3240000000005,46,9,77.71600000000001,204.328,1,lost
162,25,22,11,17,20,14,14,14,0.0,69,0,0.0,54,14,77.969,203.665,11,lost
163,25,6,3,8,15,15,15,15,0.0,69,0,0.0,60,15,78.054,203.44299999999998,11,lost
164,25,3,3,7,19,16,16,16,0.0,69,0,0.0,38,17,78.311,202.77599999999998,11,lost
165,25,7,5,14,14,17,17,17,0.0,69,0,0.0,28,16,78.21600000000001,203.02200000000002,11,lost
166,25,21,10,21,17,18,18,18,0.0,69,0,0.0,53,19,78.557,202.141,11,lost
167,25,16,10,20,18,19,19,19,0.0,69,0,0.0,41,18,78.462,202.385,11,lost
168,25,18,11,16,16,\N,R,20,0.0,16,0,0.0,15,20,80.876,196.345,4,lost
169,26,1,1,22,4,1,1,1,10.0,60,1:39:09.440,5949.44,16,3,92.81700000000001,199.398,1,win
170,26,2,2,3,5,2,2,2,8.0,60,1:08.577,6018.017,21,2,92.719,199.609,1,lost
171,26,22,11,17,16,3,3,3,6.0,60,1:22.273,6031.713000000001,21,11,93.386,198.183,1,lost
172,26,8,6,1,3,4,4,4,5.0,59,0,0.0,18,1,92.15,200.842,11,lost
173,26,5,1,23,1,5,5,5,4.0,59,0,0.0,17,5,93.13,198.72799999999998,11,lost
174,26,4,4,5,6,6,6,6,3.0,59,0,0.0,17,6,93.13300000000001,198.722,11,lost
175,26,15,7,11,14,7,7,7,2.0,59,0,0.0,22,13,93.80799999999999,197.292,11,lost
176,26,6,3,8,15,8,8,8,1.0,59,0,0.0,21,14,94.277,196.31,11,lost
177,26,3,3,7,20,9,9,9,0.0,59,0,0.0,21,16,94.797,195.234,11,lost
178,26,17,9,10,2,10,10,10,0.0,59,0,0.0,17,4,92.952,199.109,11,lost
179,26,7,5,14,13,11,11,11,0.0,59,0,0.0,21,9,93.36699999999999,198.22400000000002,11,lost
180,26,10,7,12,12,12,12,12,0.0,59,0,0.0,19,15,94.61,195.61900000000003,11,lost
181,26,13,6,2,9,13,13,13,0.0,58,0,0.0,19,8,93.257,198.458,12,lost
182,26,9,2,4,10,\N,R,14,0.0,39,0,0.0,22,12,93.539,197.859,20,lost
183,26,18,11,16,17,\N,R,15,0.0,38,0,0.0,21,10,93.376,198.205,20,lost
184,26,12,4,6,7,\N,R,16,0.0,35,0,0.0,21,7,93.203,198.57299999999998,20,lost
185,26,21,10,21,19,\N,R,17,0.0,16,0,0.0,21,17,94.93,194.96,20,lost
186,26,16,10,20,18,\N,R,18,0.0,10,0,0.0,5,18,98.16,188.545,20,lost
187,26,20,5,15,8,\N,R,19,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
188,26,14,9,9,11,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
189,27,1,1,22,1,1,1,1,10.0,67,1:31:20.874,5480.874,17,2,76.039,216.55200000000002,1,win
190,27,12,4,6,17,2,2,2,8.0,67,5.586,5486.46,66,9,76.91,214.09900000000002,1,lost
191,27,13,6,2,2,3,3,3,6.0,67,9.339,5490.213000000001,19,5,76.502,215.24099999999999,1,lost
192,27,2,2,3,12,4,4,4,5.0,67,9.825,5490.6990000000005,52,1,75.987,216.7,1,lost
193,27,5,1,23,3,5,5,5,4.0,67,12.411,5493.285,63,4,76.495,215.261,1,lost
194,27,8,6,1,6,6,6,6,3.0,67,14.403,5495.276999999999,66,3,76.342,215.692,1,lost
195,27,9,2,4,7,7,7,7,2.0,67,22.682,5503.556,17,6,76.61,214.937,1,lost
196,27,20,5,15,9,8,8,8,1.0,67,33.299,5514.173000000001,20,8,76.77199999999999,214.484,1,lost
197,27,15,7,11,4,9,9,9,0.0,67,37.158,5518.031999999999,17,12,77.023,213.785,1,lost
198,27,3,3,7,13,10,10,10,0.0,67,37.625,5518.499,34,15,77.38,212.799,1,lost
199,27,4,4,5,5,11,11,11,0.0,67,38.600,5519.474,17,13,77.115,213.53,1,lost
200,27,7,5,14,15,12,12,12,0.0,67,39.111,5519.985,63,10,76.969,213.935,1,lost
201,27,14,9,9,10,13,13,13,0.0,67,54.971,5535.845,18,11,76.994,213.86599999999999,1,lost
202,27,6,3,8,16,14,14,14,0.0,67,1:00.003,5540.8769999999995,23,17,77.691,211.947,1,lost
203,27,16,10,20,19,15,15,15,0.0,67,1:09.488,5550.361999999999,66,18,77.889,211.408,1,lost
204,27,21,10,21,20,16,16,16,0.0,67,1:24.093,5564.967,67,20,78.208,210.546,1,lost
205,27,18,11,16,14,17,17,17,0.0,66,0,0.0,56,16,77.636,212.097,11,lost
206,27,22,11,17,18,\N,R,18,0.0,50,0,0.0,30,19,77.986,211.145,4,lost
207,27,17,9,10,8,\N,R,19,0.0,40,0,0.0,20,14,77.206,213.278,5,lost
208,27,10,7,12,11,\N,R,20,0.0,35,0,0.0,24,7,76.712,214.65200000000002,22,lost
209,28,5,1,23,2,1,1,1,10.0,70,1:37:27.067,5847.066999999999,19,7,81.753,192.917,1,win
210,28,10,7,12,5,2,2,2,8.0,70,11.061,5858.128000000001,42,6,81.67099999999999,193.111,1,lost
211,28,8,6,1,6,3,3,3,6.0,70,16.856,5863.923000000001,61,1,81.195,194.243,1,lost
212,28,4,4,5,7,4,4,4,5.0,70,21.614,5868.681,47,8,81.793,192.82299999999998,1,lost
213,28,1,1,22,1,5,5,5,4.0,70,23.048,5870.115,15,3,81.493,193.533,1,lost
214,28,12,4,6,10,6,6,6,3.0,70,32.298,5879.365,64,4,81.537,193.428,1,lost
215,28,15,7,11,9,7,7,7,2.0,70,36.449,5883.516,65,5,81.638,193.18900000000002,1,lost
216,28,9,2,4,4,8,8,8,1.0,70,48.321,5895.388000000001,70,9,81.941,192.475,1,lost
217,28,17,9,10,8,9,9,9,0.0,70,58.834,5905.901,67,10,82.125,192.043,1,lost
218,28,2,2,3,15,10,10,10,0.0,70,1:07.709,5914.776,67,11,82.18299999999999,191.908,1,lost
219,28,14,9,9,13,11,11,11,0.0,70,1:10.407,5917.474,67,16,82.732,190.63400000000001,1,lost
220,28,18,11,16,12,12,12,12,0.0,69,0,0.0,63,13,82.39699999999999,191.40900000000002,11,lost
221,28,6,3,8,16,13,13,13,0.0,69,0,0.0,67,18,83.307,189.31900000000002,11,lost
222,28,3,3,7,14,14,14,14,0.0,69,0,0.0,57,12,82.39699999999999,191.40900000000002,11,lost
223,28,21,10,21,18,15,15,15,0.0,69,0,0.0,68,15,82.64099999999999,190.84400000000002,11,lost
224,28,22,11,17,17,16,16,16,0.0,68,0,0.0,65,14,82.436,191.31900000000002,12,lost
225,28,13,6,2,3,17,17,17,0.0,67,0,0.0,16,2,81.355,193.861,5,lost
226,28,7,5,14,19,18,18,18,0.0,67,0,0.0,29,17,83.22,189.516,13,lost
227,28,16,10,20,20,\N,R,19,0.0,62,0,0.0,29,19,83.65,188.542,23,lost
228,28,20,5,15,11,\N,R,20,0.0,22,0,0.0,17,20,84.22200000000001,187.262,25,lost
229,29,13,6,2,1,1,1,1,10.0,57,1:35:32.339,5732.339,36,1,98.708,197.637,1,win
230,29,1,1,22,2,2,2,2,8.0,57,5.611,5737.95,16,2,98.884,197.285,1,lost
231,29,9,2,4,3,3,3,3,6.0,57,37.353,5769.691999999999,38,4,99.33,196.399,1,lost
232,29,5,1,23,5,4,4,4,5.0,57,39.703,5772.0419999999995,19,3,99.112,196.831,1,lost
233,29,15,7,11,7,5,5,5,4.0,57,50.684,5783.023,37,12,99.657,195.755,1,lost
234,29,20,5,15,6,6,6,6,3.0,57,52.625,5784.964,36,6,99.485,196.093,1,lost
235,29,10,7,12,13,7,7,7,2.0,57,1:07.990,5800.329000000001,54,8,99.535,195.995,1,lost
236,29,3,3,7,9,8,8,8,1.0,57,1:11.457,5803.795999999999,35,10,99.577,195.912,1,lost
237,29,2,2,3,8,9,9,9,0.0,57,1:22.177,5814.516,57,7,99.52600000000001,196.013,1,lost
238,29,7,5,14,10,10,10,10,0.0,57,1:29.794,5822.133000000001,35,11,99.63900000000001,195.79,1,lost
239,29,12,4,6,15,11,11,11,0.0,57,1:32.717,5825.056,29,9,99.544,195.977,1,lost
240,29,17,9,10,14,12,12,12,0.0,56,0,0.0,27,14,100.26400000000001,194.57,11,lost
241,29,18,11,16,16,13,13,13,0.0,56,0,0.0,21,18,100.763,193.606,11,lost
242,29,21,10,21,18,14,14,14,0.0,56,0,0.0,54,15,100.35300000000001,194.39700000000002,11,lost
243,29,6,3,8,11,15,15,15,0.0,56,0,0.0,56,13,99.803,195.46900000000002,11,lost
244,29,22,11,17,19,16,16,16,0.0,56,0,0.0,56,16,100.593,193.933,11,lost
245,29,14,9,9,17,17,17,17,0.0,56,0,0.0,13,19,100.97800000000001,193.19400000000002,11,lost
246,29,8,6,1,4,\N,R,18,0.0,45,0,0.0,34,5,99.424,196.21400000000003,5,lost
247,29,16,10,20,20,\N,R,19,0.0,41,0,0.0,28,17,100.661,193.80200000000002,3,lost
248,29,4,4,5,12,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
249,30,13,6,2,2,1,1,1,10.0,44,1:22:59.394,4979.394,26,3,108.22200000000001,232.987,1,win
250,30,2,2,3,5,2,2,2,8.0,44,9.383,4988.777,36,7,109.06700000000001,231.18200000000002,1,lost
251,30,1,1,22,1,3,3,3,6.0,44,10.539,4989.933,20,2,108.13499999999999,233.175,1,lost
252,30,4,4,5,6,4,4,4,5.0,44,14.478,4993.872,25,9,109.238,230.82,1,lost
253,30,20,5,15,10,5,5,5,4.0,44,14.576,4993.97,16,8,109.086,231.142,1,lost
254,30,9,2,4,8,6,6,6,3.0,44,15.037,4994.431,36,5,108.965,231.399,1,lost
255,30,7,5,14,9,7,7,7,2.0,44,16.735,4996.129,31,6,109.00200000000001,231.32,1,lost
256,30,17,9,10,7,8,8,8,1.0,44,42.776,5022.17,34,10,109.515,230.236,1,lost
257,30,10,7,12,13,9,9,9,0.0,44,1:07.045,5046.439,37,12,110.255,228.69099999999997,1,lost
258,30,5,1,23,3,10,10,10,0.0,43,0,0.0,35,4,108.223,232.985,6,lost
259,30,14,9,9,14,11,11,11,0.0,43,0,0.0,19,11,110.17699999999999,228.85299999999998,11,lost
260,30,3,3,7,15,12,12,12,0.0,43,0,0.0,32,15,110.656,227.862,11,lost
261,30,16,10,20,18,13,13,13,0.0,43,0,0.0,27,13,110.487,228.21099999999998,11,lost
262,30,6,3,8,19,14,14,14,0.0,43,0,0.0,35,17,110.97,227.218,11,lost
263,30,18,11,16,17,15,15,15,0.0,43,0,0.0,19,16,110.67099999999999,227.832,11,lost
264,30,15,7,11,11,16,16,16,0.0,43,0,0.0,32,14,110.543,228.095,11,lost
265,30,21,10,21,20,17,17,17,0.0,43,0,0.0,17,19,111.701,225.731,11,lost
266,30,8,6,1,4,18,18,18,0.0,42,0,0.0,24,1,107.93,233.618,20,lost
267,30,22,11,17,16,\N,R,19,0.0,19,0,0.0,10,20,112.072,224.983,6,lost
268,30,12,4,6,12,\N,R,20,0.0,13,0,0.0,12,18,111.118,226.915,20,lost
269,31,20,5,15,1,1,1,1,10.0,53,1:26:47.494,5207.494000000001,53,14,90.51,230.41400000000002,1,win
270,31,5,1,23,2,2,2,2,8.0,53,12.512,5220.005999999999,53,13,90.3,230.95,1,lost
