resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Win or Lost
7638,5,4,4,7,8,5,5,5,4.0,66,43.166,5882.368,14,6,83.42,200.887,1,lost
7639,5,13,6,3,4,6,6,6,3.0,66,50.827,5890.029,14,3,83.089,201.687,1,lost
7640,5,2,2,6,13,7,7,7,2.0,66,52.312,5891.514,29,10,83.878,199.79,1,lost
7641,5,3,3,16,9,8,8,8,1.0,66,1:05.211,5904.4130000000005,24,7,83.621,200.40400000000002,1,lost
7642,5,1,1,1,14,9,9,9,0.0,65,0,0.0,29,9,83.839,199.88299999999998,11,lost
7643,5,10,7,10,6,10,10,10,0.0,65,0,0.0,44,12,84.134,199.18200000000002,11,lost
7644,5,9,2,5,10,11,11,11,0.0,65,0,0.0,26,11,84.078,199.31400000000002,11,lost
7645,5,12,4,8,12,12,12,12,0.0,65,0,0.0,41,14,84.286,198.82299999999998,11,lost
7646,5,6,3,17,11,13,13,13,0.0,65,0,0.0,38,13,84.155,199.132,11,lost
7647,5,21,10,21,20,14,14,14,0.0,65,0,0.0,63,8,83.79599999999999,199.985,11,lost
7648,5,8,6,4,16,\N,R,15,0.0,17,0,0.0,16,15,84.49,198.342,9,lost
7649,5,5,1,2,18,\N,R,16,0.0,7,0,0.0,6,16,88.719,188.888,6,lost
7650,5,15,7,9,7,\N,R,17,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7651,5,67,5,12,15,\N,R,18,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7652,5,7,5,11,17,\N,R,19,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7653,5,16,10,20,19,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7654,6,18,23,22,1,1,1,1,10.0,78,1:40:44.282,6044.281999999999,49,2,75.19,159.914,1,win
7655,6,22,23,23,3,2,2,2,8.0,78,7.666,6051.948,46,7,75.685,158.868,1,lost
7656,6,8,6,4,2,3,3,3,6.0,78,13.442,6057.724,47,5,75.382,159.507,1,lost
7657,6,13,6,3,5,4,4,4,5.0,78,15.110,6059.392,50,1,75.154,159.991,1,lost
7658,6,17,9,14,8,5,5,5,4.0,78,15.730,6060.012,45,3,75.321,159.636,1,lost
7659,6,3,3,16,6,6,6,6,3.0,78,33.586,6077.868,48,9,75.772,158.686,1,lost
7660,6,4,4,7,9,7,7,7,2.0,78,37.839,6082.121,64,4,75.371,159.53,1,lost
7661,6,7,5,11,14,8,8,8,1.0,78,1:03.142,6107.424,47,13,76.178,157.84,1,lost
7662,6,21,10,21,13,9,9,9,0.0,78,1:05.040,6109.321999999999,74,16,76.419,157.343,1,lost
7663,6,10,7,10,20,10,10,10,0.0,77,0,0.0,72,12,76.066,158.07299999999998,11,lost
7664,6,2,2,6,16,11,11,11,0.0,77,0,0.0,49,15,76.268,157.654,11,lost
7665,6,1,1,1,19,12,12,12,0.0,77,0,0.0,65,8,75.706,158.82399999999998,11,lost
7666,6,15,7,9,18,13,13,13,0.0,77,0,0.0,57,11,76.011,158.187,11,lost
7667,6,16,10,20,15,14,14,14,0.0,77,0,0.0,66,14,76.245,157.702,11,lost
7668,6,6,3,17,10,15,15,15,0.0,76,0,0.0,73,10,75.792,158.644,3,lost
7669,6,5,1,2,7,\N,R,16,0.0,51,0,0.0,48,6,75.672,158.89600000000002,3,lost
7670,6,9,2,5,17,\N,R,17,0.0,28,0,0.0,25,17,77.55799999999999,155.032,23,lost
7671,6,20,9,15,4,\N,R,18,0.0,15,0,0.0,15,18,77.634,154.88,3,lost
7672,6,12,4,8,12,\N,R,19,0.0,10,0,0.0,7,19,78.514,153.144,4,lost
7673,6,67,5,12,11,\N,R,20,0.0,10,0,0.0,7,20,78.582,153.012,4,lost
7674,7,18,23,22,2,1,1,1,10.0,58,1:26:24.848,5184.848,40,1,87.57900000000001,219.422,1,win
7675,7,17,9,14,4,2,2,2,8.0,58,6.714,5191.562,42,3,87.809,218.847,1,lost
7676,7,20,9,15,1,3,3,3,6.0,58,7.461,5192.309,51,2,87.622,219.31400000000002,1,lost
7677,7,15,7,9,5,4,4,4,5.0,58,27.843,5212.691,40,4,87.868,218.7,1,lost
7678,7,3,3,16,9,5,5,5,4.0,58,31.539,5216.387,36,11,88.22200000000001,217.82299999999998,1,lost
7679,7,13,6,3,7,6,6,6,3.0,58,39.996,5224.844,41,9,88.176,217.93599999999998,1,lost
7680,7,9,2,5,10,7,7,7,2.0,58,46.247,5231.095,58,7,88.008,218.352,1,lost
7681,7,10,7,10,13,8,8,8,1.0,58,46.959,5231.807,56,5,87.883,218.66299999999998,1,lost
7682,7,8,6,4,6,9,9,9,0.0,58,50.246,5235.094,58,8,88.061,218.22099999999998,1,lost
7683,7,4,4,7,8,10,10,10,0.0,58,1:02.420,5247.268,57,13,88.389,217.41099999999997,1,lost
7684,7,2,2,6,11,11,11,11,0.0,58,1:04.327,5249.175,43,10,88.214,217.842,1,lost
7685,7,6,3,17,12,12,12,12,0.0,58,1:06.376,5251.224,58,6,87.988,218.40200000000002,1,lost
7686,7,1,1,1,16,13,13,13,0.0,58,1:20.454,5265.302,53,15,88.562,216.986,1,lost
7687,7,5,1,2,14,14,14,14,0.0,57,0,0.0,41,18,89.174,215.497,11,lost
7688,7,67,5,12,18,15,15,15,0.0,57,0,0.0,57,16,88.624,216.835,11,lost
7689,7,12,4,8,17,16,16,16,0.0,57,0,0.0,45,12,88.34,217.532,11,lost
7690,7,16,10,20,15,17,17,17,0.0,57,0,0.0,55,19,89.19200000000001,215.454,11,lost
7691,7,7,5,11,20,18,18,18,0.0,57,0,0.0,53,17,89.02199999999999,215.865,11,lost
7692,7,22,23,23,3,\N,R,19,0.0,47,0,0.0,37,14,88.526,217.075,6,lost
7693,7,21,10,21,19,\N,R,20,0.0,4,0,0.0,3,20,94.07,204.28099999999998,23,lost
7694,8,20,9,15,1,1,1,1,10.0,60,1:22:49.328,4969.3279999999995,16,1,80.735,229.238,1,win
7695,8,17,9,14,3,2,2,2,8.0,60,15.188,4984.516,57,2,80.91499999999999,228.72799999999998,1,lost
7696,8,22,23,23,2,3,3,3,6.0,60,41.175,5010.503,18,5,81.429,227.285,1,lost
7697,8,13,6,3,11,4,4,4,5.0,60,45.043,5014.371,22,6,81.509,227.062,1,lost
7698,8,3,3,16,7,5,5,5,4.0,60,45.915,5015.2429999999995,17,3,81.054,228.33599999999998,1,lost
7699,8,18,23,22,6,6,6,6,3.0,60,46.285,5015.613,54,4,81.189,227.956,1,lost
7700,8,15,7,9,4,7,7,7,2.0,60,1:08.307,5037.635,17,9,81.806,226.237,1,lost
7701,8,8,6,4,9,8,8,8,1.0,60,1:09.622,5038.95,14,7,81.656,226.653,1,lost
7702,8,10,7,10,8,9,9,9,0.0,60,1:09.823,5039.151,51,8,81.67099999999999,226.611,1,lost
7703,8,21,10,21,16,10,10,10,0.0,60,1:11.522,5040.85,20,10,81.81,226.226,1,lost
7704,8,6,3,17,5,11,11,11,0.0,60,1:14.023,5043.351,14,11,81.845,226.12900000000002,1,lost
7705,8,12,4,8,14,12,12,12,0.0,59,0,0.0,25,17,82.505,224.32,11,lost
7706,8,9,2,5,12,13,13,13,0.0,59,0,0.0,41,14,82.182,225.202,11,lost
7707,8,4,4,7,10,14,14,14,0.0,59,0,0.0,36,12,81.852,226.11,11,lost
7708,8,2,2,6,15,15,15,15,0.0,59,0,0.0,59,13,81.956,225.82299999999998,11,lost
7709,8,1,1,1,18,16,16,16,0.0,59,0,0.0,24,18,82.576,224.128,11,lost
7710,8,16,10,20,20,17,17,17,0.0,59,0,0.0,50,20,83.475,221.71400000000003,11,lost
7711,8,67,5,12,19,18,18,18,0.0,59,0,0.0,24,19,82.711,223.762,11,lost
7712,8,7,5,11,17,\N,R,19,0.0,37,0,0.0,26,16,82.46600000000001,224.42700000000002,4,lost
7713,8,5,1,2,13,\N,R,20,0.0,36,0,0.0,32,15,82.418,224.55700000000002,4,lost
7714,9,17,9,14,1,1,1,1,10.0,60,1:36:43.310,5803.31,37,3,94.003,197.15099999999998,1,win
7715,9,20,9,15,4,2,2,2,8.0,60,9.252,5812.562,42,4,94.089,196.97,1,lost
7716,9,13,6,3,8,3,3,3,6.0,60,15.906,5819.215999999999,53,8,94.458,196.201,1,lost
7717,9,3,3,16,15,4,4,4,5.0,60,21.099,5824.409000000001,50,7,94.40299999999999,196.315,1,lost
7718,9,18,23,22,3,5,5,5,4.0,60,23.609,5826.919,53,6,94.25200000000001,196.63,1,lost
7719,9,22,23,23,2,6,6,6,3.0,60,24.468,5827.778,54,11,94.676,195.74900000000002,1,lost
7720,9,4,4,7,12,7,7,7,2.0,60,24.888,5828.198,49,1,93.36500000000001,198.498,1,lost
7721,9,5,1,2,6,8,8,8,1.0,60,58.692,5862.0019999999995,59,17,95.524,194.011,1,lost
7722,9,10,7,10,20,9,9,9,0.0,60,1:01.457,5864.767,40,16,95.369,194.327,1,lost
7723,9,2,2,6,11,10,10,10,0.0,60,1:01.925,5865.235,42,10,94.559,195.99099999999999,1,lost
7724,9,21,10,21,18,11,11,11,0.0,60,1:02.327,5865.637,54,13,95.301,194.465,1,lost
7725,9,6,3,17,13,12,12,12,0.0,60,1:02.876,5866.186,49,5,94.238,196.65900000000002,1,lost
7726,9,12,4,8,10,13,13,13,0.0,60,1:08.328,5871.638000000001,46,12,94.876,195.33700000000002,1,lost
7727,9,9,2,5,16,14,14,14,0.0,60,1:09.555,5872.865,47,9,94.537,196.037,1,lost
7728,9,16,10,20,7,15,15,15,0.0,60,1:11.941,5875.251,43,14,95.366,194.333,1,lost
7729,9,67,5,12,17,16,16,16,0.0,60,1:30.225,5893.535,24,19,96.279,192.49,1,lost
7730,9,15,7,9,14,17,17,17,0.0,60,1:30.970,5894.28,52,2,93.654,197.885,1,lost
7731,9,1,1,1,5,18,18,18,0.0,59,0,0.0,46,15,95.36699999999999,194.331,11,lost
7732,9,8,6,4,9,\N,R,19,0.0,34,0,0.0,4,18,96.08,192.889,5,lost
7733,9,7,5,11,19,\N,R,20,0.0,18,0,0.0,10,20,97.49799999999999,190.083,9,lost
7734,10,1,1,1,4,1,1,1,10.0,70,1:38:23.876,5903.876,16,4,82.479,191.21900000000002,1,win
7735,10,8,6,4,7,2,2,2,8.0,70,11.529,5915.405,70,2,82.434,191.32299999999998,1,lost
7736,10,17,9,14,3,3,3,3,6.0,70,16.886,5920.762,65,1,81.931,192.498,1,lost
7737,10,3,3,16,5,4,4,4,5.0,70,26.967,5930.843000000001,65,3,82.468,191.245,1,lost
7738,10,5,1,2,6,5,5,5,4.0,70,34.392,5938.268,63,8,82.958,190.115,1,lost
7739,10,10,7,10,13,6,6,6,3.0,70,35.237,5939.113,63,5,82.506,191.157,1,lost
7740,10,18,23,22,8,7,7,7,2.0,70,55.088,5958.964,57,6,82.706,190.69400000000002,1,lost
7741,10,15,7,9,11,8,8,8,1.0,70,1:08.172,5972.048000000001,65,13,83.261,189.423,1,lost
7742,10,6,3,17,9,9,9,9,0.0,70,1:08.774,5972.65,55,11,83.18,189.608,1,lost
7743,10,22,23,23,12,10,10,10,0.0,70,1:09.256,5973.132,55,9,83.024,189.96400000000003,1,lost
7744,10,2,2,6,15,11,11,11,0.0,70,1:10.612,5974.488,65,14,83.282,189.375,1,lost
7745,10,12,4,8,14,12,12,12,0.0,70,1:11.512,5975.388000000001,65,15,83.418,189.067,1,lost
7746,10,9,2,5,18,13,13,13,0.0,70,1:14.046,5977.922,65,12,83.224,189.507,1,lost
7747,10,21,10,21,16,14,14,14,0.0,69,0,0.0,40,10,83.174,189.62099999999998,11,lost
7748,10,153,5,11,19,15,15,15,0.0,69,0,0.0,69,16,83.444,189.00799999999998,11,lost
7749,10,67,5,12,10,16,16,16,0.0,69,0,0.0,69,7,82.955,190.122,11,lost
7750,10,20,9,15,2,\N,R,17,0.0,29,0,0.0,18,17,83.457,188.97799999999998,22,lost
7751,10,4,4,7,1,\N,R,18,0.0,15,0,0.0,4,18,83.529,188.815,36,lost
7752,10,16,10,20,17,\N,R,19,0.0,1,0,0.0,0,\N,0.0,0.0,25,lost
7753,10,13,6,3,0,\N,W,20,0.0,0,0,0.0,0,\N,0.0,0.0,54,lost
7754,11,22,23,23,3,1,1,1,10.0,57,1:35:51.289,5751.289000000001,39,3,98.99000000000001,197.074,1,win
7755,11,1,1,1,1,2,2,2,8.0,57,2.358,5753.647,57,4,99.056,196.94299999999998,1,lost
7756,11,8,6,4,6,3,3,3,6.0,57,15.994,5767.283,39,5,99.207,196.643,1,lost
7757,11,5,1,2,2,4,4,4,5.0,57,20.032,5771.321,56,7,99.34100000000001,196.378,1,lost
7758,11,3,3,16,7,5,5,5,4.0,57,20.870,5772.159000000001,52,6,99.32900000000001,196.40099999999998,1,lost
7759,11,4,4,7,8,6,6,6,3.0,57,27.744,5779.033,46,10,99.494,196.076,1,lost
7760,11,18,23,22,5,7,7,7,2.0,57,34.913,5786.201999999999,46,2,98.874,197.305,1,lost
7761,11,9,2,5,10,8,8,8,1.0,57,36.667,5787.956,55,8,99.374,196.312,1,lost
7762,11,17,9,14,9,9,9,9,0.0,57,44.910,5796.1990000000005,50,11,99.52799999999999,196.00900000000001,1,lost
7763,11,16,10,20,12,10,10,10,0.0,57,47.935,5799.224,36,12,99.622,195.824,1,lost
7764,11,2,2,6,11,11,11,11,0.0,57,48.822,5800.111,53,13,99.70400000000001,195.66299999999998,1,lost
7765,11,21,10,21,16,12,12,12,0.0,57,1:03.614,5814.903,53,17,100.11099999999999,194.86700000000002,1,lost
7766,11,15,7,9,18,13,13,13,0.0,57,1:04.527,5815.816,52,15,99.941,195.199,1,lost
7767,11,10,7,10,13,14,14,14,0.0,57,1:26.519,5837.808000000001,55,1,98.68299999999999,197.687,1,lost
7768,11,154,4,8,14,15,15,15,0.0,57,1:31.774,5843.063,41,9,99.428,196.206,1,lost
7769,11,153,5,11,19,16,16,16,0.0,56,0,0.0,29,19,100.935,193.27599999999998,11,lost
7770,11,69,6,3,20,17,17,17,0.0,56,0,0.0,52,18,100.59,193.93900000000002,11,lost
7771,11,6,3,17,17,18,18,18,0.0,54,0,0.0,53,14,99.747,195.578,13,lost
7772,11,67,5,12,15,\N,R,19,0.0,41,0,0.0,37,20,101.042,193.072,23,lost
7773,11,20,9,15,4,\N,R,20,0.0,23,0,0.0,13,16,99.99199999999999,195.09900000000002,5,lost
7774,12,8,6,4,6,1,1,1,10.0,44,1:23:50.995,5030.995,42,4,107.674,234.173,1,win
7775,12,21,10,21,1,2,2,2,8.0,44,0.939,5031.934,43,6,107.737,234.03599999999997,1,lost
7776,12,20,9,15,8,3,3,3,6.0,44,3.875,5034.87,38,1,107.263,235.07,1,lost
7777,12,9,2,5,5,4,4,4,5.0,44,9.966,5040.960999999999,41,3,107.664,234.195,1,lost
7778,12,2,2,6,3,5,5,5,4.0,44,11.276,5042.271,35,2,107.37100000000001,234.834,1,lost
7779,12,5,1,2,15,6,6,6,3.0,44,32.763,5063.758,24,13,108.348,232.71599999999998,1,lost
7780,12,22,23,23,4,7,7,7,2.0,44,35.461,5066.456,37,12,108.257,232.912,1,lost
7781,12,3,3,16,10,8,8,8,1.0,44,36.208,5067.2029999999995,41,8,107.76599999999999,233.97299999999998,1,lost
7782,12,17,9,14,9,9,9,9,0.0,44,36.959,5067.954000000001,39,9,107.783,233.93599999999998,1,lost
7783,12,10,7,10,7,10,10,10,0.0,44,41.490,5072.485,40,5,107.73599999999999,234.03799999999998,1,lost
7784,12,16,10,20,11,11,11,11,0.0,44,42.636,5073.630999999999,42,10,107.85900000000001,233.771,1,lost
7785,12,67,5,12,16,12,12,12,0.0,44,46.106,5077.101,42,7,107.763,233.98,1,lost
7786,12,6,3,17,18,13,13,13,0.0,44,54.241,5085.236,42,11,108.205,233.024,1,lost
7787,12,69,6,3,20,14,14,14,0.0,44,1:42.177,5133.1720000000005,41,15,109.803,229.63299999999998,1,lost
7788,12,4,4,7,13,\N,R,15,0.0,26,0,0.0,23,14,108.634,232.104,31,lost
7789,12,15,7,9,2,\N,R,16,0.0,21,0,0.0,16,16,110.029,229.16099999999997,23,lost
7790,12,18,23,22,14,\N,R,17,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7791,12,154,4,8,19,\N,R,18,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7792,12,1,1,1,12,\N,R,19,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7793,12,153,5,11,17,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7794,13,22,23,23,5,1,1,1,10.0,53,1:16:21.706,4581.706,48,5,84.967,245.445,1,win
7795,13,18,23,22,6,2,2,2,8.0,53,2.866,4584.572,46,4,84.935,245.53799999999998,1,lost
7796,13,8,6,4,3,3,3,3,6.0,53,30.664,4612.37,36,2,84.761,246.042,1,lost
7797,13,16,10,20,2,4,4,4,5.0,53,31.131,4612.837,36,1,84.739,246.106,1,lost
7798,13,4,4,7,8,5,5,5,4.0,53,59.182,4640.888,50,8,85.199,244.77700000000002,1,lost
7799,13,5,1,2,4,6,6,6,3.0,53,1:00.693,4642.399,51,6,85.10900000000001,245.03599999999997,1,lost
7800,13,2,2,6,15,7,7,7,2.0,53,1:22.412,4664.1179999999995,30,9,85.488,243.95,1,lost
7801,13,20,9,15,9,8,8,8,1.0,53,1:25.407,4667.113,50,7,85.194,244.791,1,lost
7802,13,21,6,3,14,9,9,9,0.0,53,1:26.856,4668.562,28,10,85.498,243.921,1,lost
7803,13,6,3,17,17,10,10,10,0.0,53,2:42.163,4743.869000000001,51,16,85.976,242.565,1,lost
7804,13,10,7,10,16,11,11,11,0.0,53,2:43.925,4745.630999999999,50,14,85.751,243.201,1,lost
7805,13,1,1,1,1,12,12,12,0.0,52,0,0.0,52,3,84.80199999999999,245.923,3,lost
7806,13,67,5,12,19,13,13,13,0.0,52,0,0.0,50,11,85.564,243.733,11,lost
7807,13,15,7,9,11,14,14,14,0.0,52,0,0.0,49,13,85.7,243.34599999999998,11,lost
7808,13,154,4,8,12,15,15,15,0.0,52,0,0.0,51,12,85.60900000000001,243.605,11,lost
7809,13,3,3,16,18,16,16,16,0.0,51,0,0.0,50,15,85.901,242.77700000000002,12,lost
7810,13,24,10,21,7,\N,R,17,0.0,22,0,0.0,22,17,86.041,242.382,7,lost
7811,13,153,5,11,20,\N,R,18,0.0,19,0,0.0,17,19,87.846,237.40099999999998,31,lost
7812,13,9,2,5,13,\N,R,19,0.0,15,0,0.0,12,18,87.819,237.47400000000002,44,lost
7813,13,17,9,14,10,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7814,14,1,1,1,1,1,1,1,10.0,61,1:56:06.337,6966.3369999999995,36,2,108.345,168.56099999999998,1,win
7815,14,10,7,10,6,2,2,2,8.0,61,9.634,6975.971,34,6,108.396,168.482,1,lost
7816,14,4,4,7,5,3,3,3,6.0,61,16.624,6982.960999999999,53,1,108.24000000000001,168.725,1,lost
7817,14,20,9,15,2,4,4,4,5.0,61,20.621,6986.9580000000005,10,7,108.398,168.479,1,lost
7818,14,18,23,22,11,5,5,5,4.0,61,30.015,6996.352,54,4,108.369,168.524,1,lost
7819,14,22,23,23,9,6,6,6,3.0,61,31.858,6998.195,50,8,108.598,168.168,1,lost
7820,14,5,1,2,8,7,7,7,2.0,61,36.157,7002.494000000001,36,11,109.283,167.114,1,lost
7821,14,9,2,5,7,8,8,8,1.0,61,55.054,7021.391,44,10,108.84700000000001,167.78400000000002,1,lost
7822,14,6,3,17,10,9,9,9,0.0,61,56.054,7022.391,45,13,109.37100000000001,166.98,1,lost
7823,14,8,6,4,12,10,10,10,0.0,61,58.892,7025.229,54,5,108.39099999999999,168.49,1,lost
7824,14,3,3,16,3,11,11,11,0.0,61,59.777,7026.1140000000005,9,3,108.352,168.55,1,lost
7825,14,15,7,9,14,12,12,12,0.0,61,1:13.009,7039.346,54,9,108.816,167.831,1,lost
7826,14,21,6,3,17,13,13,13,0.0,61,1:19.890,7046.227,49,14,109.417,166.91,1,lost
7827,14,24,10,21,19,14,14,14,0.0,61,1:33.502,7059.839,48,15,109.852,166.24900000000002,1,lost
7828,14,153,5,11,16,\N,R,15,0.0,47,0,0.0,32,18,112.483,162.36,23,lost
7829,14,67,5,12,13,\N,R,16,0.0,47,0,0.0,17,16,110.636,165.071,6,lost
7830,14,17,9,14,4,\N,R,17,0.0,45,0,0.0,35,12,109.319,167.05900000000003,23,lost
7831,14,16,10,20,15,\N,R,18,0.0,23,0,0.0,15,19,112.62299999999999,162.158,4,lost
7832,14,2,2,6,20,\N,R,19,0.0,19,0,0.0,18,17,111.346,164.018,4,lost
7833,14,154,4,8,18,\N,R,20,0.0,3,0,0.0,2,20,117.19200000000001,155.836,23,lost
7834,15,20,9,15,1,1,1,1,10.0,53,1:28:20.443,5300.443,43,2,92.572,225.826,1,win
7835,15,15,7,9,2,2,2,2,8.0,53,4.877,5305.32,38,4,93.152,224.42,1,lost
7836,15,1,1,1,3,3,3,3,6.0,53,6.472,5306.915,13,6,93.259,224.162,1,lost
7837,15,8,6,4,5,4,4,4,5.0,53,7.940,5308.383000000001,33,3,92.999,224.78900000000002,1,lost
7838,15,3,3,16,7,5,5,5,4.0,53,8.793,5309.236,43,9,93.595,223.358,1,lost
7839,15,2,2,6,4,6,6,6,3.0,53,9.509,5309.951999999999,13,10,93.6,223.34599999999998,1,lost
7840,15,22,23,23,6,7,7,7,2.0,53,10.641,5311.084,17,13,93.91,222.608,1,lost
7841,15,18,23,22,10,8,8,8,1.0,53,11.474,5311.9169999999995,42,5,93.251,224.18200000000002,1,lost
7842,15,9,2,5,9,9,9,9,0.0,53,11.777,5312.22,44,7,93.334,223.982,1,lost
7843,15,4,4,7,16,10,10,10,0.0,53,13.065,5313.508000000001,28,14,93.946,222.523,1,lost
7844,15,5,1,2,11,11,11,11,0.0,53,13.735,5314.178000000001,35,12,93.801,222.86700000000002,1,lost
7845,15,21,6,3,14,12,12,12,0.0,53,14.596,5315.039000000001,33,8,93.479,223.635,1,lost
7846,15,16,10,20,8,13,13,13,0.0,53,14.959,5315.401999999999,36,11,93.668,223.18400000000003,1,lost
7847,15,24,10,21,18,14,14,14,0.0,53,15.734,5316.177,36,16,94.294,221.702,1,lost
7848,15,6,3,17,15,15,15,15,0.0,53,17.973,5318.416,26,18,94.783,220.558,1,lost
7849,15,154,4,8,17,16,16,16,0.0,52,0,0.0,39,17,94.643,220.88400000000001,11,lost
7850,15,17,9,14,19,17,17,17,0.0,51,0,0.0,50,1,92.569,225.833,12,lost
7851,15,153,5,11,12,\N,R,18,0.0,43,0,0.0,34,15,94.049,222.27900000000002,3,lost
7852,15,67,5,12,13,\N,R,19,0.0,11,0,0.0,5,19,95.392,219.15,8,lost
7853,15,10,7,10,20,\N,W,20,0.0,0,0,0.0,0,\N,0.0,0.0,73,lost
7854,16,17,9,14,2,1,1,1,10.0,71,1:32:23.081,5543.081,25,1,73.733,210.386,1,win
7855,16,9,2,5,8,2,2,2,8.0,71,7.626,5550.706999999999,38,4,74.155,209.188,1,lost
7856,16,1,1,1,17,3,3,3,6.0,71,18.944,5562.025,59,6,74.345,208.65400000000002,1,lost
7857,16,20,9,15,15,4,4,4,5.0,71,19.652,5562.733,59,2,73.89,209.93900000000002,1,lost
7858,16,18,23,22,14,5,5,5,4.0,71,29.005,5572.085999999999,46,7,74.353,208.63099999999997,1,lost
7859,16,8,6,4,5,6,6,6,3.0,71,33.340,5576.420999999999,47,9,74.55799999999999,208.058,1,lost
7860,16,67,5,12,6,7,7,7,2.0,71,35.991,5579.071999999999,58,10,74.563,208.044,1,lost
7861,16,22,23,23,1,8,8,8,1.0,71,45.454,5588.535,20,3,73.95,209.768,1,lost
7862,16,5,1,2,16,9,9,9,0.0,71,48.499,5591.58,68,5,74.303,208.77200000000002,1,lost
7863,16,155,7,10,11,10,10,10,0.0,71,1:03.324,5606.405,71,11,74.676,207.729,1,lost
7864,16,21,6,3,19,11,11,11,0.0,71,1:10.665,5613.746,55,14,74.931,207.02200000000002,1,lost
7865,16,24,10,21,20,12,12,12,0.0,71,1:11.388,5614.469,43,16,74.99,206.859,1,lost
7866,16,154,4,8,13,13,13,13,0.0,70,0,0.0,54,12,74.789,207.415,11,lost
7867,16,153,5,11,12,14,14,14,0.0,70,0,0.0,59,13,74.861,207.21599999999998,11,lost
7868,16,6,3,17,9,\N,R,15,0.0,30,0,0.0,21,17,75.07300000000001,206.63,3,lost
7869,16,3,3,16,7,\N,R,16,0.0,27,0,0.0,16,8,74.37,208.584,6,lost
7870,16,2,2,6,18,\N,R,17,0.0,21,0,0.0,19,15,74.988,206.865,60,lost
7871,16,16,10,20,3,\N,R,18,0.0,0,0,0.0,0,\N,0.0,0.0,3,lost
7872,16,15,7,9,4,\N,R,19,0.0,0,0,0.0,0,\N,0.0,0.0,3,lost
7873,16,4,4,7,10,\N,R,20,0.0,0,0,0.0,0,\N,0.0,0.0,3,lost
7874,356,95,6,27,6,1,1,1,9.0,61,1:38:58.744,5938.744000000001,0,\N,0.0,0.0,1,win
7875,356,117,1,2,5,2,2,2,6.0,61,7.809,5946.553000000001,0,\N,0.0,0.0,1,lost
7876,356,127,37,15,12,3,3,3,4.0,61,9.370,5948.1140000000005,0,\N,0.0,0.0,1,lost
7877,356,65,22,20,10,4,4,4,3.0,61,10.493,5949.236999999999,0,\N,0.0,0.0,1,lost
7878,356,118,21,9,8,5,5,5,2.0,61,17.866,5956.61,0,\N,0.0,0.0,1,lost
7879,356,145,22,19,11,6,6,6,1.0,61,18.241,5956.985,0,\N,0.0,0.0,1,lost
7880,356,156,25,3,18,7,7,7,0.0,60,0,0.0,0,\N,0.0,0.0,11,lost
7881,356,138,32,12,21,8,8,8,0.0,60,0,0.0,0,\N,0.0,0.0,11,lost
7882,356,129,27,26,22,9,9,9,0.0,60,0,0.0,0,\N,0.0,0.0,11,lost
7883,356,105,25,4,20,10,10,10,0.0,59,0,0.0,0,\N,0.0,0.0,12,lost
7884,356,102,1,1,1,11,11,11,0.0,59,0,0.0,0,\N,0.0,0.0,12,lost
7885,356,112,33,30,26,12,12,12,0.0,58,0,0.0,0,\N,0.0,0.0,13,lost
7886,356,110,35,22,15,13,13,13,0.0,57,0,0.0,0,\N,0.0,0.0,14,lost
7887,356,157,48,38,17,14,14,14,0.0,56,0,0.0,0,\N,0.0,0.0,15,lost
7888,356,119,3,6,2,15,15,15,0.0,51,0,0.0,0,\N,0.0,0.0,91,lost
7889,356,158,21,10,24,\N,R,16,0.0,37,0,0.0,0,\N,0.0,0.0,4,lost
7890,356,146,49,34,25,\N,R,17,0.0,36,0,0.0,0,\N,0.0,0.0,4,lost
7891,356,84,34,7,13,\N,R,18,0.0,27,0,0.0,0,\N,0.0,0.0,86,lost
7892,356,122,37,16,7,\N,R,19,0.0,22,0,0.0,0,\N,0.0,0.0,22,lost
7893,356,137,32,11,9,\N,R,20,0.0,10,0,0.0,0,\N,0.0,0.0,69,lost
7894,356,78,45,17,19,\N,D,21,0.0,10,0,0.0,0,\N,0.0,0.0,2,lost
7895,356,131,34,8,14,\N,R,22,0.0,9,0,0.0,0,\N,0.0,0.0,86,lost
7896,356,123,3,5,4,\N,R,23,0.0,3,0,0.0,0,\N,0.0,0.0,5,lost
7897,356,94,18,23,16,\N,R,24,0.0,2,0,0.0,0,\N,0.0,0.0,83,lost
7898,356,77,6,28,3,\N,R,25,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7899,356,159,18,24,23,\N,R,26,0.0,0,0,0.0,0,\N,0.0,0.0,4,lost
7900,356,114,33,29,0,\N,F,27,0.0,0,0,0.0,0,\N,0.0,0.0,81,lost
