raceId,year,round,circuitId,race_name,date,time,races_url,circuitRef,circuit_name,location,country,lat,lng,circuits_url
380,1988,9,10,German Grand Prix,1988-07-24,0,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
395,1987,8,10,German Grand Prix,1987-07-26,0,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
413,1986,10,10,German Grand Prix,1986-07-27,0,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
446,1984,11,10,German Grand Prix,1984-08-05,0,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
461,1983,10,10,German Grand Prix,1983-08-07,0,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
478,1982,12,10,German Grand Prix,1982-08-08,0,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
492,1981,10,10,German Grand Prix,1981-08-02,0,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
506,1980,9,10,German Grand Prix,1980-08-10,0,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
521,1979,10,10,German Grand Prix,1979-07-29,0,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
537,1978,11,10,German Grand Prix,1978-07-30,0,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
553,1977,11,10,German Grand Prix,1977-07-31,0,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
650,1970,8,10,German Grand Prix,1970-08-02,0,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
869,2012,10,10,German Grand Prix,2012-07-22,12:00:00,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
909,2014,10,10,German Grand Prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_German_Grand_Prixs,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
959,2016,12,10,German Grand Prix,2016-07-31,12:00:00,https://en.wikipedia.org/wiki/2016_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
999,2018,11,10,German Grand Prix,2018-07-22,13:10:00,https://en.wikipedia.org/wiki/2018_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
1020,2019,11,10,German Grand Prix,2019-07-28,13:10:00,https://en.wikipedia.org/wiki/2019_German_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,http://en.wikipedia.org/wiki/Hockenheimring
